Taisho,K_Number,Chinese_Title,Sanskrit_Title,Tibetan_Title,Tohoku_Numbers,Otani_Numbers,Nanjio,Mvy
1076,1338,七倶胝佛母所說准提陀羅尼經,Cundīdevīdhāraṇī(sūtra).,Lha-mo skul-byed-ma.,613;989,188;164,346,
1077,314,七倶胝佛母心大准提陀羅尼經,Cundīdevīdhāraṇī(sūtra),Lha-mo skul-byed-ma,613;989,188;614,344,
1080,298,如意輪陀羅尼經,Padmacintāmaṇidhāraṇī(sūtra),Spyan-ras-gzigs dbaṅ-phyug-gi gsaṅ-baḥi mdsod-tḥogs pa med-paḥi yid-bshin-gyi-ḥkhor-loḥi sñiṅ-po shes-bya-baḥi-gzuṅs,692;898,370;523,324,
1081,297,觀自在菩薩如意心陀羅尼呪經,Padmacintāmaṇidhāraṇī(sūtra),Spyan-ras-gzigs dbaṅ-phyug-gi gsaṅ-baḥi mdsod-tḥogs pa med-paḥi yid-bshin-gyi-ḥkhor-loḥi sñiṅ-po shes-bya-baḥi-gzuṅs,692;898,370;523,323,
1082,296,觀世音菩薩祕密藏如意輪陀羅尼咒經,Padmacintāmaṇidhāraṇī(sūtra),Spyan-ras-gzigs dbaṅ-phyug-gi gsaṅ-baḥi mdsod-tḥogs pa med-paḥi yid-bshin-gyi-ḥkhor-loḥi sñiṅ-po shes-bya-baḥi-gzuṅs,692;898,370;523,321,
1083,295,觀世音菩薩如意摩尼陀羅尼經,Padmacintāmaṇidhāraṇī(sūtra),Spyan-ras-gzigs dbaṅ-phyug-gi gsaṅ-baḥi mdsod-tḥogs pa med-paḥi yid-bshin-gyi-ḥkhor-loḥi sñiṅ-po shes-bya-baḥi-gzuṅs,692;898,370;523,322,
1092,287,不空羂索神變眞言經,Amoghapāśakalparāja(sūtra),Don-yod-paḥi-shags-paḥi cho-ga shib-moḥi rgyal-po,682;683;686;687;688;901;902;903,365;366;367;526;527;528,317,
1093,288,不空羂索咒經,Amoghapāśahṛdaya(sūtra),Don-yod-shags paḥi sñiṅ-po,682;683;901,366;526,312,
1094,289,不空羂索神咒心經,Amoghapāśahṛdaya(sūtra),Don-yod-shags paḥi sñiṅ-po,682;683;901,366;526,316,
1099,1456,聖觀自在菩薩不空王祕密心陀羅尼經,Amoghapāśahṛdayadhāraṇī(sūtra).,Don-yod shags-paḥi sñiṅ-po.,682;683;901,366;526,987,
1100,1305,葉衣觀自在菩薩經,Parṇaśavarīdhāraṇī(sūtra).,Parṇṇa-śa-ba-riḥi mdo.,735;994,185;619,973,
1105,1131,聖多羅菩薩一百八名陀羅尼經,Tārādevīnāmāṣṭaśataka(sūtra).,Lha-mo sgrol-maḥi mtshan brgya-rtsa-brgyad-pa.,728,392,813,
1106,1120,讚揚聖德多羅菩薩一百八名經,(Ārya)tārābhaṭṭarikāyanāmāṣṭottaraśataka(sūtra).,Rje-btsun-ma ḥphags-ma sgrol-maḥi mtshan brgya-rtsa-brgyad-pa.,727;745;1000,391;625,815,
1117,1239,觀自在菩薩母陀羅尼經,Avalokiteśvaramātādhāraṇīsūtra.,Ḥphags-pa spyan-ras-gzigs-dbaṅ-phyug-gi yum.,725;909,389;534,910,
1127,1151,普賢菩薩陀羅尼經,Samantabhadrādhāraṇīsūtra.,Kun-tu-bzaṅ-poḥi mtshan brgya-rtsa brgyad-pa gzuṅs-sṅags daṅ-bcas-pa.,637;877,323;502,841,
1128,1203,最上大乘金剛大教寶王經,Vajragarbharatnarājatantra (sūtra).,,,,869,
1129,1202,金剛手菩薩降伏一切部多大教王經,Śrīsarvabhūtaḍāmaratantra(sūtra).,Ḥbyuṅ-po ḥdul-ba.,747,404,1031,
1137,342,善法方便陀羅尼經,Sumukhanāmadhāraṇī(sūtra),Sgo bzaṅ po,614;915,309;540,369,
1138a,343,金剛祕密善門陀羅尼呪經,Sumukhanāmadhāraṇī(sūtra),Sgo bzaṅ po,614;915,309;540,370,
1139,351,護命法門神咒經,Sumukhanāmadhāraṇī(sūtra),Sgo bzaṅ po,614;915,309;540,371,
1140,1236,延壽妙門陀羅尼經,Sumukhanāmadhāraṇīsūtra.,Sgo bzaṅ-po.,614;915,309;540,918,
1143,1224g,慈氏菩薩誓願陀羅尼經,Maitreyapratijñādhāraṇī (sūtra).,Byams-pas dam-bcas-pa.,643;890,330;515,890,
1147,1106,聖虛空藏菩薩陀羅尼經,Saptabuddhakasūtra.,Saṅs-rgyas bdun-pa.,270;512;852,152;477;936,793,
1148,1230e,虛空藏菩薩陀羅尼,Ākāśagarbhadhāraṇī.,,,,916,
1153,1349,普遍光明淸淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經,Mahāpratisarādhāraṇī(sūtra).,Rig-paḥi rgyal-mo so-sor ḥbraṅ-ba chen-mo.,561,179,1042,
1154,454,隨求卽得大自在陀羅尼神呪經,Mahāpratisarādhāraṇī(sūtra),Rig-paḥi rgyal-mo so-sor ḥbraṅ-ba chen-mo,561,179,497,
1161,379,觀藥王藥上二菩薩經,Bhaiṣajyarājabhaiṣajyasamudagata(bodhisattvasūtra),,,,305,
1162,448,持世陀羅尼經,Vasudhārādhāraṇī(sūtra),Nor-gyi rgyun,662;1007,341;632,492,
1163,1295,雨寶陀羅尼經,Vasudhārādhāraṇī.,Nor-gyi rgyun.,662;1007,341;632,962,
1164,1094,大乘聖吉祥持世陀羅尼經,Vasudhārādhāraṇisūtra.,Nor-gyi rgyun.,662;1007,341;632,787,
1165,1125,聖持世陀羅尼經,Vasudhārādhāraṇī(sūtra).,Bcom-ldan-ḥdas-ma nor rgyun-maḥi rtog-pa.,663;664,342;343,809,
1167,1304,八大菩薩曼荼羅經,Aṣṭamaṇḍalakasūtra.,Dkyil-ḥkhor brgyad-pa.,644;882,158;507,981,
1168a,1215,大乘八大曼拏羅經,Aṣṭamaṇḍalaka(sūtra).,Dkyil-ḥkhor brgyad-pa.,644;882,158;507,880,
1171,1280,金剛頂經瑜伽文殊師利菩薩法,Trailokyavijayamahākalparāja.,Ḥjig-rten gsum-las rnam-par rgyal-ba rtog-paḥi rgyal-po chen-po.,482,115,1447,
1172,1350,金剛頂超勝三界經說文殊五字眞言勝相,Trailokyavijayamahākalparājā.,Ḥjig-rten gsum-las rnam-par rgyal-ba rtog-paḥi rgyal-po chen-po.,482,115,1446,
1174,1345,五字陀羅尼頌,Pañcākṣaradhāraṇīkārikā.,,,,1405,
1180,316,六字神咒經,Saḍakṣaravidyāmantra(satra),,,,331,
1187,1419,最勝妙吉祥根本智最上祕密一切名義三摩地分,Nāmasaṅgīti.,Ḥjam-dpal ye-śes-sems-dpaḥi don-dam-paḥi mtshan yaṅ-dag-par brjod-pa.,360,2,1408,
1191,1138,大方廣菩薩藏文殊師利根本儀軌經,Mañjuśrīmūlakalpa,Hjam-dpal-gyi rtsa-baḥi rgyud.,543,162,1056,
1197,1178,文殊師利一百八名梵讚,Mañjuśrīnāmāṣṭaśataka.,Ḥjam-dpal-gyi mtshan brgya-rtsa-brgyad-pa.,642,,1073,
1200,1285,底哩三昧耶不動尊威怒王使者念誦法,Trisamayarāja.,,,,1063,
1217,1208,妙吉祥最勝根本大教經,Krodhavijayakalpaguhyatantra.,Khro-bo rnam-par rgyal-baḥi rtog-pa gsaṅ-baḥi rgyud.,604,291,1040,
1222,1355,聖迦尼忿怒金剛童子菩薩成就儀軌經,Vajrakumāratantra.,,,,1064,
1227,1266,大威力烏樞瑟摩明王經,Mahābalavajrakrodha(sūtra).,,,,1048,
1242,1214,妙吉祥瑜伽大教金剛陪囉嚩輪觀想成就儀軌經,Vajrabhairava.,,,,1062,
1243,1097,出生一切如來法眼徧照大力明王經,Mahābalasūtra.,Stobs-po-che.,757;947,416;572,1019,
1244,1307,毘沙門天王經,Ātānātīyasūtra.,Lcaṅ-lo-can-gyi pho-braṅ-gi mdo.,33;656;1061,333;687;749,974,
1245,1185,毘沙門天王經,Aṭānāṭīyamasūtra.,Lcaṅ-lo-can-gyi pho-braṅ-gi mdo.,33;656;1061,333;687;749,849,
1252,1288,大吉祥天女十二名號經,Mahāśrīsūtra.,Dpal chen-moḥi mdo.,740;741;1005;1006,399;400;630;631,958,
1253,1284,大吉祥天女十二契一百八名無垢大乘經,Śrīmahādevīvyākaraṇa(sūtra).,Lha-mo chen-mo dpal luṅ-bstan-pa.,739,398,959,
1254,1377,末利支提婆華鬘經,Mārīcīdhāraṇī(sūtra).,Ḥod-zer-can.,564;988,182;613,845,
1255,1354,摩利支天菩薩陀羅尼經,Mārīcīdhāraṇī(sūtra).,Ḥod-zer-can.,564;988,182;613,846,
1256,311,摩利支天陀羅尼呪經,Mārīcīdhāraṇī(sūtra),Ḥod-zer-can,564;988,182;613,847,
1257,1156,大摩里支菩薩經,Mārīcīdhāraṇī(sūtra).,Ḥod-zer-can.,564;565;566;988,182;183;184;613,844,
1264,1296,觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經,Jāṅgulīnāmavidyā.,Du gsel shes-bya-baḥi rig-sṅags.,571;990,189;615,961,
1276,1352,文殊師利菩薩根本大教王經金翅鳥王品,Garuḍapaṭalaparivarta.,,,,1054,
1283,1153,寶藏神大明曼拏羅儀軌經,Jambhalajalendrayathālabdhakalpa(sūtra).,Gnod-gnas dbaṅ-po ci-ltar ḥbyuṅ-baḥi rtog-pa.,770,426,1046,
1284,1154,聖寶藏神儀軌經,Jambhalajalendrayathālabdhakalpa(sūtra).,,,,1045,
1285,1238b,寶賢陀羅尼經,Maṇibhadradhāraṇīsūtra.,Nor-bu bzaṅ-poḥi gzuṅs.,764;769;970;971,382;422;595;596,908,
1288,1251,最上祕密那拏天經,Śravanasyaputranadagupilāyakalparāja.,,,,1038,
1300,766,摩登伽經,Mātangīsūtra.,Stag rnaḥi rtogs-pa-brjod-pa.,358,1027,645,
1301,764,舍頭諫太子二十八宿經,Mātangīsūtra.,Stag rnaḥi rtogs-pa-brjod-pa.,358,1027,646,
1303,1180,聖曜母陀羅尼經,Grahamātṛkādhāraṇī(sūtra).,Gzaḥ rnams-kyi yum.,660;661;997;998,339;340;622;623,811,
1306,1160,千轉大明陀羅尼經,,,710;930,216;555,856,
1313,1302,救拔焰口餓鬼陀羅尼經,Pretamukhāgnijvālayaśarakāradhāraṇī(sūtra).,Yi-dwags kha-nas me-ḥbar-ba-la skyabs mdsad-pa.,646;647;1079;1080,355;356;700;701,984,
1314,474a,救面然餓鬼陀羅尼神呪經,,,646;647;1079;1080,355;356;700;701,539,
1316,474b,甘露經陀羅尼呪,Paramitaguṇānuśaṃsādhāraṇī,,,,540,
1323,1300,除一切疾病陀羅尼經,Sarvarogapraśamanidhāraṇī (sūtra).,Nad thams-cad rab-tu shi-bar-byed-pa.,622;1014,207;639,983,
1324,1301,能淨一切眼疾病陀羅尼經,Cakṣurviśodhanavidyā.,Mig rnam-par sbyoṅ-ba.,619;1008,302;633,982,
1325,866,療痔病經,Arśapraśamanasūtra.,Gshan ḥbrum rab-tu shi-bar-byed-paḥi mdo.,621;1020,213,738,
1328,438g,咒目經,Cakṣurviśodhanavidyā,,,,483,
1331,174,灌頂七萬二千王護比丘呪經,,,503;504,135;136,167,
1333,346,虛空藏菩薩問七佛陀羅尼咒經,Saptabuddhakasūtra,Saṅs-rgyas bdun pa,,152;477;936,368,
1334,338,如來方便善巧咒經,Saptabuddhakasūtra,Saṅs-rgyas bdun pa,270;512;852,152;477;936,367,
1339,397,大方等陀羅尼經,Pratyutpannabuddhasammukhāvasthitasamādhisūtra,,,,421,745
1344,336,金剛上味陀羅尼經,Vajramaṇḍādhāranī(sūtra),Rdo-rje sñiṅ poḥi gzuṅs,139,807,373,
1345,337,金剛場陀羅尼經,Vajramaṇḍādhāranī(sūtra),Rdo-rje sñiṅ poḥi gzuṅs,139,807,372,
1346,475,諸佛集會陀羅尼經,Sarvabuddhāngavatīdhāraṇī(sūtra),Saṅs-rgyas thams-cad-kyi yan-lag daṅ-ldan-pa,513;856,150;481,495,
1347,1114,息除中夭陀羅尼經,Sarvabuddhāṅgavatīdhāraṇīsūtra.,Saṅs-rgyas thams-cad-kyi yan-lag dan-ldan-pa.,513;856,150;481,802,
1348,301,十二佛名神咒校量功德除障滅罪經,Dvādaśabuddhaka(sūtra),Saṅs-rgyas bcu-gñis pa,273;511;853,151;478;939,335,
1349,302,稱讚如來功德神咒經,Dvādaśabuddhaka(sūtra),Saṅs-rgyas bcu-gñis pa,273;511;853,151;478;939,336,
1351,347,持句神咒經,Agrapradīpadhāraṇīvidyaraja(sūtra),Rig-sṅags-kyi rgyal po sgron-ma mchog-gi gzuṅs,528;858,195;483,364,
1352,348,陀鄰尼鉢經,Agrapradīpadhāraṇīvidyaraja(sūtra),Rig-sṅags-kyi rgyal po sgron-ma mchog-gi gzuṅs,528;858,195;483,365,
1353,349,東方最勝燈王陀羅尼經,Agrapradīpadhāraṇīvidyaraja(sūtra),Rig-sṅags-kyi rgyal po sgron-ma mchog-gi gzuṅs,528;858,195;483,,
1354,350,東方最勝燈王如來經,Agrapradīpadhāraṇīvidyaraja(sūtra),Rig-sṅags-kyi rgyal po sgron-ma mchog-gi gzuṅs,528;858,195;483,366,
1355,1108,聖最上燈明如來陀羅尼經,Agrapradīpadhāraṇī(vidyārāja)(sūtra),Rigs-sṅags-kyi rgyal-po sgron-ma mchog-gi gzuṅs.,528;858,195;483,799,
1356,344,華積陀羅尼神咒經,Puṣpakūṭadhāraṇī(sūtra),Me-tog brtsegs pa,516;886,316;511,337,
1357,340,師子奮迅菩薩所問經,Puṣpakūṭadhāraṇī(sūtra),Me-tog brtsegs pa,516;886,316;511,338,
1358,339,花聚陀羅尼咒經,Puṣpakūṭadhāraṇī(sūtra),Me-tog brtsegs pa,516;886,316;511,339,
1359,1159,花積樓閣陀羅尼經,Puṣpakūṭadhāraṇī(sūtra).,Me-tog brtsegs-pa.,516;886,316;511,857,
1360,447,六門陀羅尼經,Saṇmukhīdhāraṇī(sūtra),Sgo drug-pa,141;526;916,312;541;809,493,
1362,459,善夜經,Bhadrakārātrī(sūtra),Mtshan-mo bzaṅ po,313;617;974,599;979,500,
1371,1164,聖大總持王經,Mahādhāraṇī(sūtra).,Gzuṅs chen-po.,529;888,317;513,830,
1373,1457,施一切無畏陀羅尼經,Sarvābhayapradānadhāraṇī(sūtra).,Thams-cad-la mi ḥjigs-pa rab-tu sbyin pa.,609,300;550,998,
1374,455,一切功德莊嚴王經,Sarvadharmaguṇavyūharāja(sūtra),Chos thams-cad-kyi yon-tan bkod-paḥi rgyal po,114;527,782,498,
1375,458,莊嚴王陀羅尼咒經,Sarvatathāgatādhiṣṭhānasattvāvalokanabuddhakṣetrasandarśanavyūharāja(dhāraṇī)sūtra,De-bshin-gśegs-pa thams-cad-kyi byin-gyi-rlabs sems-can-la gzigs śiṅ saṅs-rgyas-kyi shiṅ-gi bkod-pa kun-tu-ston-pa,98;721,,504,
1376,1158,聖莊嚴陀羅尼經,Mekhalādhāraṇī(sūtra).,,,,854,
1377,1439,寶帶陀羅尼經,Mekhalādhāraṇī(sūtra).,Me-kha-la.,772;907,427;532,940,
1384,1224e,鉢蘭那賖嚩哩大陀羅尼經,Parṇaśāvarīdhāraṇī(sūtra).,Ri-khrod lo-ma gyon-ma.,736;995,186;620,888,
1386,1224c,妙色陀羅尼經,Surūpadhāraṇī(sūtra).,Su-ru pa.,540;1078,352;699,886,
1387,1224d,栴檀香身陀羅尼經,Candanāṅganāmadhāraṇī (sūtra).,Tsan-dan-gyi yan-lag.,518;857,293;482,887,
1392,1104,大寒林聖難拏陀羅尼經,Mahādaṇḍadhāraṇī(sūtra).,Be-con chen- po.,606;958,308;583,800,
1397,476,智炬陀羅尼經,Jñānolkādhāraṇī(sūtra),Ye-śes ta-la-la shes-bya-baḥi gzuṅs ḥgro-ba thams-cad yoṅs-su sbyoṅ-ba,522;848,217;473,496,
1398,1161,智光滅一切業障陀羅尼經,Jñānolkādhāraṇīsarvadurgatipariśodhanī(sūtra).,Ye-śes ta-la-la shes-bya-baḥi gzuṅs ḥgro-ba thams-cad yoṅs-su sbyoṅ-ba.,522;848,217;473,835,
1403,1149,如意摩尼陀羅尼經,Padmacintāmaṇidhāraṇīsūtra.,,,,829,
1404,1166,如意寶總持王經,Hiraṇyavatīdhāraṇī(sūtra).,Dbyig daṅ ldan-pa.,570;991,190;616,836,
1408,,最上意陀羅尼經,Viśeṣavatīnamadhāraṇī(sūtra).,Khyad-par-can shes-bya-baḥi gzuṅs.,542;872,157;497,831,
1409,1188,聖最勝陀羅尼經,Viśeṣavatīnāmadhāraṇī(sūtra).,Khyad-par-can.,542;872,157;497,878,
1410,1162,勝幡瓔珞陀羅尼經,Dhvajāgrakeyūrā(sūtra).,,,,858,1410
1411,1143,蓮華眼陀羅尼經,,,539;866,245;491,827,
1415,1150,大金剛妙高山樓閣陀羅尼,Mahāvajrameruśikharakūṭāgāradhāraṇī.,Rdo-rjeḥi ri-rab chen-poḥi rtse-moḥi khaṅ-pa brtsegs-paḥi gzuṅs.,751;946,407;571,842,
1421,895,彌沙塞部和醯五分律,Mahīśāsakavinaya.,,,,1122,
1424,916,彌沙塞羯磨本,Mahīśāsakakarman.,,,,1153,
1425,889,摩訶僧祗律,Mahāsaṅghikavinaya.,,,,1119,
1427,900,摩訶僧祗比丘尼戒本,Mahāsaṅghabhikṣuṇivinaya.,,,,1150,
1428,896,四分律,Dharmaguputa(ka)vinaya.,,,,1117,
1434,919,四分比丘尼羯磨法,Dharmaguptabhikṣuṇīkarman.,,,,1129,
1435,890,十誦律,Sarvāstivādavinaya.,,,,1115,
1436,902,十誦比丘波羅提木叉戒本,(Sarvāstivāda)Prātimokṣasūtra.,Shih sung pi ch'iu po lo t'i mu ch'a chieh pen. (1 chüan),,,1160,
1437,899,十誦比丘尼波羅提木叉戒本,(Sarvāstivāda)Bhikṣunīprātimokṣasūtra.,,,,1161,
1440,941,薩婆多毘尼毘婆娑,Sarvāstivādavinayavibhāṣā.,,,,1135,
1441,935,薩婆多部毘尼摩得勒伽,Sarvāstivādavinayamātṛkā.,,,,1132,
1442,,根本說一切有部毘奈耶,(Mūlasarvāstivāda)Vinayavibhaṅga.,Ḥdul-ba rnam-bar-ḥbyed-pa.,3,1032,1118,
1443,892,根本說一切有部芯芻尼毘奈耶,(Mūlasarvāstivāda)Bhikṣuṇīvinayavibhaṅga.,Dge-sloṅ-maḥi ḥdul-ba rnam-par-ḥbyed-pa.,5,1034,1124,
1444,1391,根本說一切有部毘奈耶出家事,Vinayavastu.,Ḥdul-ba gshi.,1,1030,,
1445,1392,根本說一切有部毘奈耶安居事,Vinayavastu.,Ḥdul-ba gshi.,1,1030,,
1446,1393,根本說一切有部毘奈耶隨意事,Vinayavastu.,Ḥdul-ba gshi.,1,1030,,
1447,1394,根本說一切有部毘奈耶皮革事,Vinayavastu.,Ḥdul-ba gshi.,1,1030,,
1448,1389,根本說一切有部毘奈耶藥事,Vinayavastu.,Ḥdul-ba gshi.,1,1030,,1426
1449,1395,根本說一切有部毘奈耶羯恥那衣事,Vinayavastu.,Ḥdul-ba gshi.,1,1030,,
1450,1390,根本說一切有部毘奈耶破僧事,Vinayavastu.,Ḥdul-ba gshi.,1,1030,1123,
1451,893,根本說一切有部毘奈耶雜事,(Mūlasarvāstivāda)vinayakṣudrakavastu.,Ḥdul-ba phran-tshegs-kyi-gshi.,6,1035,1121,
1452,894,根本說一切有部尼陀那目得迦,(Mūlasarvāstivāda)nidānamātṛkā.,Ken pen shuo i ch'ieh yu pu ni t'o na mu te chia. (10 chüan),,,1133,
1453,914,根本說一切有部百一羯磨,(Mūlasarvāstivāda)ekaśatakarman.,,,,1131,
1454,898,根本說一切有部戒經,(Mūlasarvāstīvāda)Pratimokṣasūtra.,So-sor than-baḥi mdo.,2,1031,1110,
1455,897,根本說一切有部苾芻尼戒經,(Mūlasarvāstivāda)Bhikṣuṇīprātimokṣasūtra.,Dge-sloṅ-maḥi so-sor thar-baḥi mdo.,4,1033,1149,
1456,927,根本說一切有部毘奈耶尼陀那目得迦攝頌,(Mūlasarvāstivāda)vinayanidānamātṛkākārikā.,,,,1140,
1458,934,根本薩婆多部律攝,(Mūlasarvāstivāda)Vinayayasangraha.,Ḥdul-ba bsdus-pa.,4105,,1127,
1459,925,根本說一切有部毘奈耶頌,(Mūlasarvāstivāda)vinayakārikā.,Ḥdul-ba tshig-leḥur-byas-pa.,4123,,1143,
1460,910,解脫戒經,Prātimokṣasūtra.,,,,1108,
1462,937,善見律毘婆沙,Samantapāsādikā.,,,,1125,
1465,907,舍利佛問經,Śariputraparipṛcchā(sūtra).,,,,1152,
1466,921,優波離問佛經,Upālipariprcchā.,,,,1109,
1478,926,大愛道比丘尼經,Ta ai tao pi ch'iu ni ching. (2 chüan),,,,1147,
1483,929,目連問戒律中五百輕重事,Mu lien wen chieh lü chung wu po ching chung shih. (1 chüan),,,,1148,
1484,527,梵網經廬舍那佛說菩薩心地戒品第十,Brahmajālasūtra,Chos-kyi rgya-mo saṅs-rgyas rnam-par-snaṅ-mdsad-kyis byaṅ-chub-sems-dpaḥi sems-kyi gnas bśad-pa leḥu bcu-pa,256,922,1087,
1488,526,優婆塞戒經,Upāsakāśīlasūtra,,,,1088,
1489,539,淸淨毘尼方廣經,Paramārthasaṃvṛtisatyanirdeśa(sūtra),Kun-rdsob daṅ don-dam-paḥi bden-pa bstan-pa,179,846,1101,1368
1490,540,寂調音所問經,Paramārthasaṃvṛtisatyanirdeśa(sūtra),Kun-rdsob daṅ don-dam-paḥi bden-pa bstan-pa,179,846,1089,1368
1491,543,菩薩藏經,Karmāvaraṇapratipraśrabdhi(sūtra),Las-kyi sgrib-pa rgyun gcod-pa,219,885,1103,
1492,546,舍利弗悔過經,Triskandhaka(sūtra),,,,1106,1384
1493,541,大乘三聚懺悔經,Karmāvaraṇapratipraśrabdhi(sūtra),Las-kyi sgrib-pa rgyun gcod-pa,219,885,1090,
1494,525,淨業障經,Karmāvaraṇaviśuddhisūtra,Sgrib-pa rnam-par-dag-pa,218,884,1094,
1509,549,大智度論,Mahāprajñāpāramitāśāstra,,,,1169,
1510,555,金剛般若論,Vajracchedikāprajñāpāramitāsūtraśāstra,Bcom-ldan-ḥdas-ma śes-rab-kyi-pha-rol-tu phyin-pa rdo-rje gcod-paḥi don bdun-gyi rgya-cher-ḥgrel-pa,3816,,1167,
1511,558,金剛般若波羅蜜經論,Vajracchedikāprajñāpāramitāsūtraśāstra,,,,1168,
1513,557,能斷金剛般若波羅蜜多經論釋,Vajracchedikāprajñāpāramitāsūtraśāstra,,,,1231,
1514,556,能斷金剛般若波羅蜜多經論頌,Vajracchedikāprajñāpāramitāsūtraśāstrakārikā,,,,1208,
1516,1478,聖佛母般若波羅蜜多九頌精義論,Bhagavatīprajñāparamitānavaślokapiṇḍārtha.,Bcom-ldan-ḥdas-ma śes-rab-kyi-pha-rol-tu-phyin-paḥi den bsdus-paḥi tshigs-su-bcad-pa-dgu-pa.,3812;3813;4462,,1313,
1517,1459,佛母般若波羅蜜多圓集要義釋論,Prajñāpāramitāsaṁgrahakārikāvivaraṇa.,Śes-rab-kyi-pha-rol-tu-phyin-ma bsdus-paḥi tshig-leḥur-byas-paḥi rnam-par-ḥgrel-pa.,3810,,1310,
1518,1458,佛母般若波羅蜜多圓集要義論,Prajñāpāramitāsaṅgrahakārikā.,Śes-rab-kyi-pha-rol-tu-phyin-ma bsdus-paḥi tshig-leḥur byas-pa.,3908,,1309,
1519,563,妙法蓮華經憂波提舍,Saddharmapuṇḍarīkopadeśa,,,,1232,
